Sets_Ops/sec	Sets_Hits/sec	Sets_Misses/sec	Sets_Avg_Latency	Sets_p50_Latency	Sets_p99_Latency	Sets_p100_Latency	Sets_KB/sec	Gets_Ops/sec	Gets_Hits/sec	Gets_Misses/sec	Gets_Avg_Latency	Gets_p50_Latency	Gets_p99_Latency	Gets_p100_Latency	Gets_KB/sec	Waits_Ops/sec	Waits_Hits/sec	Waits_Misses/sec	Waits_Avg_Latency	Waits_p50_Latency	Waits_p99_Latency	Waits_p100_Latency	Waits_KB/sec	Totals_Ops/sec	Totals_Hits/sec	Totals_Misses/sec	Totals_Avg_Latency	Totals_p50_Latency	Totals_p99_Latency	Totals_p100_Latency	Totals_KB/sec
33932.32			0.029	3711.35	33932.32	50.36	33881.96	0.028	1196.42	0			0		67864.64	50.36	33881.96	0.028	4907.77												
33628.16			0.029	3678.08	33628.16	49.9	33578.26	0.028	1185.7	0			0		67256.33	49.9	33578.26	0.028	4863.78												
33738.36			0.029	3690.13	33738.36	50.07	33688.29	0.028	1189.59	0			0		67476.71	50.07	33688.29	0.028	4879.72												
33700.65			0.029	3686.01	33700.65	50.01	33650.63	0.028	1188.26	0			0		67401.29	50.01	33650.63	0.028	4874.26												
33898.65			0.029	3707.66	33898.65	50.31	33848.34	0.028	1195.24	0			0		67797.3	50.31	33848.34	0.028	4902.9												
33502.95			0.029	3664.39	33502.95	49.72	33453.23	0.028	1181.29	0			0		67005.9	49.72	33453.23	0.028	4845.67												
34038.72			0.029	3722.99	34038.72	50.51	33988.21	0.028	1200.18	0			0		68077.44	50.51	33988.21	0.028	4923.16												
34309.08			0.028	3752.56	34309.08	50.91	34258.16	0.027	1209.71	0			0		68618.15	50.91	34258.16	0.028	4962.26												
34041.75			0.029	3723.32	34041.75	50.52	33991.23	0.028	1200.28	0			0		68083.5	50.52	33991.23	0.028	4923.6												
33570.42			0.029	3671.76	33570.42	49.82	33520.6	0.028	1183.66	0			0		67140.84	49.82	33520.6	0.028	4855.43												
