Sets_Ops/sec,Sets_Hits/sec,Sets_Misses/sec,Sets_Avg_Latency,Sets_p50_Latency,Sets_p99_Latency,Sets_p100_Latency,Sets_KB/sec,Gets_Ops/sec,Gets_Hits/sec,Gets_Misses/sec,Gets_Avg_Latency,Gets_p50_Latency,Gets_p99_Latency,Gets_p100_Latency,Gets_KB/sec,Waits_Ops/sec,Waits_Hits/sec,Waits_Misses/sec,Waits_Avg_Latency,Waits_p50_Latency,Waits_p99_Latency,Waits_p100_Latency,Waits_KB/sec,Totals_Ops/sec,Totals_Hits/sec,Totals_Misses/sec,Totals_Avg_Latency,Totals_p50_Latency,Totals_p99_Latency,Totals_p100_Latency,Totals_KB/sec,,,,,,,
42150.08,,,0.046,3292.97,0,0,0,0,0,0,,,0,,42150.08,0,0,0.046,3292.97,,,,,,,,,,,,,,,,,,,
35397.1,,,0.053,2765.4,0,0,0,0,0,0,,,0,,35397.1,0,0,0.053,2765.4,,,,,,,,,,,,,,,,,,,
17.13,,,116.753,1.34,0,0,0,0,0,0,,,0,,17.13,0,0,116.753,1.34,,,,,,,,,,,,,,,,,,,
25.89,,,77.183,2.02,0,0,0,0,0,0,,,0,,25.89,0,0,77.183,2.02,,,,,,,,,,,,,,,,,,,
38749.18,,,0.05,3027.28,0,0,0,0,0,0,,,0,,38749.18,0,0,0.05,3027.28,,,,,,,,,,,,,,,,,,,
17.24,,,115.995,1.35,0,0,0,0,0,0,,,0,,17.24,0,0,115.995,1.35,,,,,,,,,,,,,,,,,,,
17.76,,,112.636,1.39,0,0,0,0,0,0,,,0,,17.76,0,0,112.636,1.39,,,,,,,,,,,,,,,,,,,
43933.84,,,0.044,3432.33,0,0,0,0,0,0,,,0,,43933.84,0,0,0.044,3432.33,,,,,,,,,,,,,,,,,,,
17.07,,,117.177,1.33,0,0,0,0,0,0,,,0,,17.07,0,0,117.177,1.33,,,,,,,,,,,,,,,,,,,
17.27,,,115.82,1.35,0,0,0,0,0,0,,,0,,17.27,0,0,115.82,1.35,,,,,,,,,,,,,,,,,,,
47210.45,,,0.041,3688.32,0,0,0,0,0,0,,,0,,47210.45,0,0,0.041,3688.32,,,,,,,,,,,,,,,,,,,
48540.27,,,0.04,3792.21,0,0,0,0,0,0,,,0,,48540.27,0,0,0.04,3792.21,,,,,,,,,,,,,,,,,,,
41791.52,,,0.046,3264.96,0,0,0,0,0,0,,,0,,41791.52,0,0,0.046,3264.96,,,,,,,,,,,,,,,,,,,
46051.86,,,0.042,3597.8,0,0,0,0,0,0,,,0,,46051.86,0,0,0.042,3597.8,,,,,,,,,,,,,,,,,,,
17.47,,,114.475,1.36,0,0,0,0,0,0,,,0,,17.47,0,0,114.475,1.36,,,,,,,,,,,,,,,,,,,
46471.75,,,0.041,3630.61,0,0,0,0,0,0,,,0,,46471.75,0,0,0.041,3630.61,,,,,,,,,,,,,,,,,,,
49398.82,,,0.039,3859.28,0,0,0,0,0,0,,,0,,49398.82,0,0,0.039,3859.28,,,,,,,,,,,,,,,,,,,
46188.1,,,0.042,3608.45,0,0,0,0,0,0,,,0,,46188.1,0,0,0.042,3608.45,,,,,,,,,,,,,,,,,,,
25.67,,,78.011,2.01,0,0,0,0,0,0,,,0,,25.67,0,0,78.011,2.01,,,,,,,,,,,,,,,,,,,
45999.54,,,0.042,3593.71,0,0,0,0,0,0,,,0,,45999.54,0,0,0.042,3593.71,,,,,,,,,,,,,,,,,,,
48770.85,,,0.04,3810.22,0,0,0,0,0,0,,,0,,48770.85,0,0,0.04,3810.22,,,,,,,,,,,,,,,,,,,
36935.19,,,0.051,2885.56,0,0,0,0,0,0,,,0,,36935.19,0,0,0.051,2885.56,,,,,,,,,,,,,,,,,,,
16.89,,,118.409,1.32,0,0,0,0,0,0,,,0,,16.89,0,0,118.409,1.32,,,,,,,,,,,,,,,,,,,
16.74,,,119.478,1.31,0,0,0,0,0,0,,,0,,16.74,0,0,119.478,1.31,,,,,,,,,,,,,,,,,,,
29.71,,,67.329,2.32,0,0,0,0,0,0,,,0,,29.71,0,0,67.329,2.32,,,,,,,,,,,,,,,,,,,
25.78,,,77.612,2.01,0,0,0,0,0,0,,,0,,25.78,0,0,77.612,2.01,,,,,,,,,,,,,,,,,,,
17.59,,,113.721,1.37,0,0,0,0,0,0,,,0,,17.59,0,0,113.721,1.37,,,,,,,,,,,,,,,,,,,
45564,,,0.042,3559.69,0,0,0,0,0,0,,,0,,45564,0,0,0.042,3559.69,,,,,,,,,,,,,,,,,,,
43357.61,,,0.044,3387.31,0,0,0,0,0,0,,,0,,43357.61,0,0,0.044,3387.31,,,,,,,,,,,,,,,,,,,
34.16,,,58.537,2.67,0,0,0,0,0,0,,,0,,34.16,0,0,58.537,2.67,,,,,,,,,,,,,,,,,,,
19.09,,,104.772,1.49,0,0,0,0,0,0,,,0,,19.09,0,0,104.772,1.49,,,,,,,,,,,,,,,,,,,
18.73,,,106.753,1.46,0,0,0,0,0,0,,,0,,18.73,0,0,106.753,1.46,,,,,,,,,,,,,,,,,,,
45146.73,,,0.043,3527.09,0,0,0,0,0,0,,,0,,45146.73,0,0,0.043,3527.09,,,,,,,,,,,,,,,,,,,
46229.84,,,0.042,3611.71,0,0,0,0,0,0,,,0,,46229.84,0,0,0.042,3611.71,,,,,,,,,,,,,,,,,,,
50273.99,,,0.038,3927.66,0,0,0,0,0,0,,,0,,50273.99,0,0,0.038,3927.66,,,,,,,,,,,,,,,,,,,
47740.1,,,0.04,3729.7,0,0,0,0,0,0,,,0,,47740.1,0,0,0.04,3729.7,,,,,,,,,,,,,,,,,,,
48078.66,,,0.04,3756.15,0,0,0,0,0,0,,,0,,48078.66,0,0,0.04,3756.15,,,,,,,,,,,,,,,,,,,
17.57,,,113.828,1.37,0,0,0,0,0,0,,,0,,17.57,0,0,113.828,1.37,,,,,,,,,,,,,,,,,,,
18.06,,,110.73,1.41,0,0,0,0,0,0,,,0,,18.06,0,0,110.73,1.41,,,,,,,,,,,,,,,,,,,
18,,,111.1,1.41,0,0,0,0,0,0,,,0,,18,0,0,111.1,1.41,,,,,,,,,,,,,,,,,,,
43407.3,,,0.044,3391.2,0,0,0,0,0,0,,,0,,43407.3,0,0,0.044,3391.2,,,,,,,,,,,,,,,,,,,
42836.73,,,0.045,3346.62,0,0,0,0,0,0,,,0,,42836.73,0,0,0.045,3346.62,,,,,,,,,,,,,,,,,,,
18.08,,,110.642,1.41,0,0,0,0,0,0,,,0,,18.08,0,0,110.642,1.41,,,,,,,,,,,,,,,,,,,
40613.92,,,0.048,3172.96,0,0,0,0,0,0,,,0,,40613.92,0,0,0.048,3172.96,,,,,,,,,,,,,,,,,,,
31138.24,,,0.06,2432.68,0,0,0,0,0,0,,,0,,31138.24,0,0,0.06,2432.68,,,,,,,,,,,,,,,,,,,
44004.21,,,0.044,3437.83,0,0,0,0,0,0,,,0,,44004.21,0,0,0.044,3437.83,,,,,,,,,,,,,,,,,,,
17.84,,,112.071,1.39,0,0,0,0,0,0,,,0,,17.84,0,0,112.071,1.39,,,,,,,,,,,,,,,,,,,
46494.11,,,0.041,3632.35,0,0,0,0,0,0,,,0,,46494.11,0,0,0.041,3632.35,,,,,,,,,,,,,,,,,,,
21.44,,,93.286,1.67,0,0,0,0,0,0,,,0,,21.44,0,0,93.286,1.67,,,,,,,,,,,,,,,,,,,
20.6,,,97.106,1.61,0,0,0,0,0,0,,,0,,20.6,0,0,97.106,1.61,,,,,,,,,,,,,,,,,,,
20.13,,,99.342,1.57,0,0,0,0,0,0,,,0,,20.13,0,0,99.342,1.57,,,,,,,,,,,,,,,,,,,
67.56,,,29.6,5.28,0,0,0,0,0,0,,,0,,67.56,0,0,29.6,5.28,,,,,,,,,,,,,,,,,,,
46747.98,,,0.041,3652.19,0,0,0,0,0,0,,,0,,46747.98,0,0,0.041,3652.19,,,,,,,,,,,,,,,,,,,
42323.47,,,0.045,3306.52,0,0,0,0,0,0,,,0,,42323.47,0,0,0.045,3306.52,,,,,,,,,,,,,,,,,,,
39769.97,,,0.048,3107.03,0,0,0,0,0,0,,,0,,39769.97,0,0,0.048,3107.03,,,,,,,,,,,,,,,,,,,
44408.23,,,0.043,3469.39,0,0,0,0,0,0,,,0,,44408.23,0,0,0.043,3469.39,,,,,,,,,,,,,,,,,,,
47112.59,,,0.041,3680.67,0,0,0,0,0,0,,,0,,47112.59,0,0,0.041,3680.67,,,,,,,,,,,,,,,,,,,
40.62,,,49.233,3.17,0,0,0,0,0,0,,,0,,40.62,0,0,49.233,3.17,,,,,,,,,,,,,,,,,,,
46029.6,,,0.042,3596.06,0,0,0,0,0,0,,,0,,46029.6,0,0,0.042,3596.06,,,,,,,,,,,,,,,,,,,
44825.16,,,0.042,3501.97,0,0,0,0,0,0,,,0,,44825.16,0,0,0.042,3501.97,,,,,,,,,,,,,,,,,,,
17.54,,,114.008,1.37,0,0,0,0,0,0,,,0,,17.54,0,0,114.008,1.37,,,,,,,,,,,,,,,,,,,
44808.89,,,0.043,3500.69,0,0,0,0,0,0,,,0,,44808.89,0,0,0.043,3500.69,,,,,,,,,,,,,,,,,,,
43276.18,,,0.045,3380.95,0,0,0,0,0,0,,,0,,43276.18,0,0,0.045,3380.95,,,,,,,,,,,,,,,,,,,
18.98,,,105.377,1.48,0,0,0,0,0,0,,,0,,18.98,0,0,105.377,1.48,,,,,,,,,,,,,,,,,,,
47243.8,,,0.041,3690.92,0,0,0,0,0,0,,,0,,47243.8,0,0,0.041,3690.92,,,,,,,,,,,,,,,,,,,
43914.74,,,0.044,3430.84,0,0,0,0,0,0,,,0,,43914.74,0,0,0.044,3430.84,,,,,,,,,,,,,,,,,,,
44909.31,,,0.043,3508.54,0,0,0,0,0,0,,,0,,44909.31,0,0,0.043,3508.54,,,,,,,,,,,,,,,,,,,
31.11,,,64.231,2.43,0,0,0,0,0,0,,,0,,31.11,0,0,64.231,2.43,,,,,,,,,,,,,,,,,,,
47579.74,,,0.04,3717.17,0,0,0,0,0,0,,,0,,47579.74,0,0,0.04,3717.17,,,,,,,,,,,,,,,,,,,
45020.51,,,0.043,3517.23,0,0,0,0,0,0,,,0,,45020.51,0,0,0.043,3517.23,,,,,,,,,,,,,,,,,,,
46239.78,,,0.042,3612.48,0,0,0,0,0,0,,,0,,46239.78,0,0,0.042,3612.48,,,,,,,,,,,,,,,,,,,
33.16,,,60.231,2.59,0,0,0,0,0,0,,,0,,33.16,0,0,60.231,2.59,,,,,,,,,,,,,,,,,,,
30.13,,,66.465,2.35,0,0,0,0,0,0,,,0,,30.13,0,0,66.465,2.35,,,,,,,,,,,,,,,,,,,
46803.88,,,0.041,3656.55,0,0,0,0,0,0,,,0,,46803.88,0,0,0.041,3656.55,,,,,,,,,,,,,,,,,,,
21.02,,,95.147,1.64,0,0,0,0,0,0,,,0,,21.02,0,0,95.147,1.64,,,,,,,,,,,,,,,,,,,
43146.5,,,0.045,3370.82,0,0,0,0,0,0,,,0,,43146.5,0,0,0.045,3370.82,,,,,,,,,,,,,,,,,,,
25.08,,,80.01,1.96,0,0,0,0,0,0,,,0,,25.08,0,0,80.01,1.96,,,,,,,,,,,,,,,,,,,
18.35,,,108.981,1.43,0,0,0,0,0,0,,,0,,18.35,0,0,108.981,1.43,,,,,,,,,,,,,,,,,,,
27.17,,,73.609,2.12,0,0,0,0,0,0,,,0,,27.17,0,0,73.609,2.12,,,,,,,,,,,,,,,,,,,
43997.62,,,0.044,3437.31,0,0,0,0,0,0,,,0,,43997.62,0,0,0.044,3437.31,,,,,,,,,,,,,,,,,,,
41523.41,,,0.047,3244.02,0,0,0,0,0,0,,,0,,41523.41,0,0,0.047,3244.02,,,,,,,,,,,,,,,,,,,
45013.62,,,0.043,3516.69,0,0,0,0,0,0,,,0,,45013.62,0,0,0.043,3516.69,,,,,,,,,,,,,,,,,,,
18.88,,,105.933,1.47,0,0,0,0,0,0,,,0,,18.88,0,0,105.933,1.47,,,,,,,,,,,,,,,,,,,
35607.65,,,0.055,2781.85,0,0,0,0,0,0,,,0,,35607.65,0,0,0.055,2781.85,,,,,,,,,,,,,,,,,,,
50724.21,,,0.038,3962.83,0,0,0,0,0,0,,,0,,50724.21,0,0,0.038,3962.83,,,,,,,,,,,,,,,,,,,
39357.3,,,0.049,3074.79,0,0,0,0,0,0,,,0,,39357.3,0,0,0.049,3074.79,,,,,,,,,,,,,,,,,,,
19.5,,,102.578,1.52,0,0,0,0,0,0,,,0,,19.5,0,0,102.578,1.52,,,,,,,,,,,,,,,,,,,
48420.41,,,0.04,3782.84,0,0,0,0,0,0,,,0,,48420.41,0,0,0.04,3782.84,,,,,,,,,,,,,,,,,,,
45124.01,,,0.042,3525.31,0,0,0,0,0,0,,,0,,45124.01,0,0,0.042,3525.31,,,,,,,,,,,,,,,,,,,
20.27,,,98.643,1.58,0,0,0,0,0,0,,,0,,20.27,0,0,98.643,1.58,,,,,,,,,,,,,,,,,,,
36.65,,,54.561,2.86,0,0,0,0,0,0,,,0,,36.65,0,0,54.561,2.86,,,,,,,,,,,,,,,,,,,
34.72,,,57.605,2.71,0,0,0,0,0,0,,,0,,34.72,0,0,57.605,2.71,,,,,,,,,,,,,,,,,,,
67.51,,,29.624,5.27,0,0,0,0,0,0,,,0,,67.51,0,0,29.624,5.27,,,,,,,,,,,,,,,,,,,
41769.61,,,0.046,3263.25,0,0,0,0,0,0,,,0,,41769.61,0,0,0.046,3263.25,,,,,,,,,,,,,,,,,,,
19.56,,,102.212,1.53,0,0,0,0,0,0,,,0,,19.56,0,0,102.212,1.53,,,,,,,,,,,,,,,,,,,
43490.08,,,0.044,3397.66,0,0,0,0,0,0,,,0,,43490.08,0,0,0.044,3397.66,,,,,,,,,,,,,,,,,,,
18.45,,,108.37,1.44,0,0,0,0,0,0,,,0,,18.45,0,0,108.37,1.44,,,,,,,,,,,,,,,,,,,
18.17,,,110.047,1.42,0,0,0,0,0,0,,,0,,18.17,0,0,110.047,1.42,,,,,,,,,,,,,,,,,,,
18.24,,,109.638,1.43,0,0,0,0,0,0,,,0,,18.24,0,0,109.638,1.43,,,,,,,,,,,,,,,,,,,
20.25,,,98.756,1.58,0,0,0,0,0,0,,,0,,20.25,0,0,98.756,1.58,,,,,,,,,,,,,,,,,,,
45073.37,,,0.043,3521.36,0,0,0,0,0,0,,,0,,45073.37,0,0,0.043,3521.36,,,,,,,,,,,,,,,,,,,
45798.14,,,0.042,3577.98,0,0,0,0,0,0,,,0,,45798.14,0,0,0.042,3577.98,,,,,,,,,,,,,,,,,,,
43185.63,,,0.045,3373.88,0,0,0,0,0,0,,,0,,43185.63,0,0,0.045,3373.88,,,,,,,,,,,,,,,,,,,
46681.42,,,0.041,3646.99,0,0,0,0,0,0,,,0,,46681.42,0,0,0.041,3646.99,,,,,,,,,,,,,,,,,,,
43728.85,,,0.044,3416.32,0,0,0,0,0,0,,,0,,43728.85,0,0,0.044,3416.32,,,,,,,,,,,,,,,,,,,
19.54,,,102.333,1.53,0,0,0,0,0,0,,,0,,19.54,0,0,102.333,1.53,,,,,,,,,,,,,,,,,,,
46489.03,,,0.041,3631.96,0,0,0,0,0,0,,,0,,46489.03,0,0,0.041,3631.96,,,,,,,,,,,,,,,,,,,
27.31,,,73.186,2.13,0,0,0,0,0,0,,,0,,27.31,0,0,73.186,2.13,,,,,,,,,,,,,,,,,,,
42256.59,,,0.045,3301.3,0,0,0,0,0,0,,,0,,42256.59,0,0,0.045,3301.3,,,,,,,,,,,,,,,,,,,
45384.2,,,0.042,3545.64,0,0,0,0,0,0,,,0,,45384.2,0,0,0.042,3545.64,,,,,,,,,,,,,,,,,,,
24.7,,,80.969,1.93,0,0,0,0,0,0,,,0,,24.7,0,0,80.969,1.93,,,,,,,,,,,,,,,,,,,
38569.31,,,0.05,3013.23,0,0,0,0,0,0,,,0,,38569.31,0,0,0.05,3013.23,,,,,,,,,,,,,,,,,,,
44494.08,,,0.044,3476.1,0,0,0,0,0,0,,,0,,44494.08,0,0,0.044,3476.1,,,,,,,,,,,,,,,,,,,
27.17,,,73.532,2.12,0,0,0,0,0,0,,,0,,27.17,0,0,73.532,2.12,,,,,,,,,,,,,,,,,,,
46520.5,,,0.041,3634.41,0,0,0,0,0,0,,,0,,46520.5,0,0,0.041,3634.41,,,,,,,,,,,,,,,,,,,
45554.97,,,0.042,3558.98,0,0,0,0,0,0,,,0,,45554.97,0,0,0.042,3558.98,,,,,,,,,,,,,,,,,,,
43257.83,,,0.045,3379.52,0,0,0,0,0,0,,,0,,43257.83,0,0,0.045,3379.52,,,,,,,,,,,,,,,,,,,
46528.94,,,0.041,3635.07,0,0,0,0,0,0,,,0,,46528.94,0,0,0.041,3635.07,,,,,,,,,,,,,,,,,,,
42524.15,,,0.045,3322.2,0,0,0,0,0,0,,,0,,42524.15,0,0,0.045,3322.2,,,,,,,,,,,,,,,,,,,
42184.04,,,0.046,3295.63,0,0,0,0,0,0,,,0,,42184.04,0,0,0.046,3295.63,,,,,,,,,,,,,,,,,,,
46343.82,,,0.041,3620.61,0,0,0,0,0,0,,,0,,46343.82,0,0,0.041,3620.61,,,,,,,,,,,,,,,,,,,
20.23,,,98.865,1.58,0,0,0,0,0,0,,,0,,20.23,0,0,98.865,1.58,,,,,,,,,,,,,,,,,,,
41560.34,,,0.046,3246.9,0,0,0,0,0,0,,,0,,41560.34,0,0,0.046,3246.9,,,,,,,,,,,,,,,,,,,
38421.71,,,0.05,3001.7,0,0,0,0,0,0,,,0,,38421.71,0,0,0.05,3001.7,,,,,,,,,,,,,,,,,,,
47529.31,,,0.04,3713.23,0,0,0,0,0,0,,,0,,47529.31,0,0,0.04,3713.23,,,,,,,,,,,,,,,,,,,
44163.08,,,0.043,3450.24,0,0,0,0,0,0,,,0,,44163.08,0,0,0.043,3450.24,,,,,,,,,,,,,,,,,,,
45397.28,,,0.042,3546.66,0,0,0,0,0,0,,,0,,45397.28,0,0,0.042,3546.66,,,,,,,,,,,,,,,,,,,
43035.28,,,0.045,3362.13,0,0,0,0,0,0,,,0,,43035.28,0,0,0.045,3362.13,,,,,,,,,,,,,,,,,,,
34.2,,,58.47,2.67,0,0,0,0,0,0,,,0,,34.2,0,0,58.47,2.67,,,,,,,,,,,,,,,,,,,
41470.55,,,0.046,3239.89,0,0,0,0,0,0,,,0,,41470.55,0,0,0.046,3239.89,,,,,,,,,,,,,,,,,,,
19.86,,,100.721,1.55,0,0,0,0,0,0,,,0,,19.86,0,0,100.721,1.55,,,,,,,,,,,,,,,,,,,
46380.79,,,0.041,3623.5,0,0,0,0,0,0,,,0,,46380.79,0,0,0.041,3623.5,,,,,,,,,,,,,,,,,,,
44124.2,,,0.043,3447.2,0,0,0,0,0,0,,,0,,44124.2,0,0,0.043,3447.2,,,,,,,,,,,,,,,,,,,
19.12,,,104.59,1.49,0,0,0,0,0,0,,,0,,19.12,0,0,104.59,1.49,,,,,,,,,,,,,,,,,,,
43648.59,,,0.044,3410.05,0,0,0,0,0,0,,,0,,43648.59,0,0,0.044,3410.05,,,,,,,,,,,,,,,,,,,
18,,,111.095,1.41,0,0,0,0,0,0,,,0,,18,0,0,111.095,1.41,,,,,,,,,,,,,,,,,,,
17.74,,,112.707,1.39,0,0,0,0,0,0,,,0,,17.74,0,0,112.707,1.39,,,,,,,,,,,,,,,,,,,
17.32,,,115.442,1.35,0,0,0,0,0,0,,,0,,17.32,0,0,115.442,1.35,,,,,,,,,,,,,,,,,,,
45393.47,,,0.042,3546.36,0,0,0,0,0,0,,,0,,45393.47,0,0,0.042,3546.36,,,,,,,,,,,,,,,,,,,
36.63,,,54.592,2.86,0,0,0,0,0,0,,,0,,36.63,0,0,54.592,2.86,,,,,,,,,,,,,,,,,,,
48058.67,,,0.04,3754.58,0,0,0,0,0,0,,,0,,48058.67,0,0,0.04,3754.58,,,,,,,,,,,,,,,,,,,
44743.63,,,0.043,3495.6,0,0,0,0,0,0,,,0,,44743.63,0,0,0.043,3495.6,,,,,,,,,,,,,,,,,,,
43022.97,,,0.044,3361.17,0,0,0,0,0,0,,,0,,43022.97,0,0,0.044,3361.17,,,,,,,,,,,,,,,,,,,
18.81,,,106.344,1.47,0,0,0,0,0,0,,,0,,18.81,0,0,106.344,1.47,,,,,,,,,,,,,,,,,,,
18.81,,,106.328,1.47,0,0,0,0,0,0,,,0,,18.81,0,0,106.328,1.47,,,,,,,,,,,,,,,,,,,
18.36,,,108.911,1.43,0,0,0,0,0,0,,,0,,18.36,0,0,108.911,1.43,,,,,,,,,,,,,,,,,,,
18.34,,,109.063,1.43,0,0,0,0,0,0,,,0,,18.34,0,0,109.063,1.43,,,,,,,,,,,,,,,,,,,
40261.3,,,0.048,3145.41,0,0,0,0,0,0,,,0,,40261.3,0,0,0.048,3145.41,,,,,,,,,,,,,,,,,,,
48584.61,,,0.04,3795.67,0,0,0,0,0,0,,,0,,48584.61,0,0,0.04,3795.67,,,,,,,,,,,,,,,,,,,
41214.76,,,0.047,3219.9,0,0,0,0,0,0,,,0,,41214.76,0,0,0.047,3219.9,,,,,,,,,,,,,,,,,,,
41811.88,,,0.046,3266.55,0,0,0,0,0,0,,,0,,41811.88,0,0,0.046,3266.55,,,,,,,,,,,,,,,,,,,
44971.11,,,0.043,3513.37,0,0,0,0,0,0,,,0,,44971.11,0,0,0.043,3513.37,,,,,,,,,,,,,,,,,,,
47616.89,,,0.04,3720.07,0,0,0,0,0,0,,,0,,47616.89,0,0,0.04,3720.07,,,,,,,,,,,,,,,,,,,
47499.39,,,0.041,3710.89,0,0,0,0,0,0,,,0,,47499.39,0,0,0.041,3710.89,,,,,,,,,,,,,,,,,,,
18.46,,,108.323,1.44,0,0,0,0,0,0,,,0,,18.46,0,0,108.323,1.44,,,,,,,,,,,,,,,,,,,
28.2,,,70.927,2.2,0,0,0,0,0,0,,,0,,28.2,0,0,70.927,2.2,,,,,,,,,,,,,,,,,,,
43868.11,,,0.044,3427.2,0,0,0,0,0,0,,,0,,43868.11,0,0,0.044,3427.2,,,,,,,,,,,,,,,,,,,
42584.9,,,0.045,3326.95,0,0,0,0,0,0,,,0,,42584.9,0,0,0.045,3326.95,,,,,,,,,,,,,,,,,,,
26.06,,,76.736,2.04,0,0,0,0,0,0,,,0,,26.06,0,0,76.736,2.04,,,,,,,,,,,,,,,,,,,
18.84,,,106.138,1.47,0,0,0,0,0,0,,,0,,18.84,0,0,106.138,1.47,,,,,,,,,,,,,,,,,,,
46852.01,,,0.041,3660.31,0,0,0,0,0,0,,,0,,46852.01,0,0,0.041,3660.31,,,,,,,,,,,,,,,,,,,
34361.31,,,0.056,2684.48,0,0,0,0,0,0,,,0,,34361.31,0,0,0.056,2684.48,,,,,,,,,,,,,,,,,,,
43517.52,,,0.044,3399.81,0,0,0,0,0,0,,,0,,43517.52,0,0,0.044,3399.81,,,,,,,,,,,,,,,,,,,
47578.27,,,0.04,3717.05,0,0,0,0,0,0,,,0,,47578.27,0,0,0.04,3717.05,,,,,,,,,,,,,,,,,,,
19.74,,,101.294,1.54,0,0,0,0,0,0,,,0,,19.74,0,0,101.294,1.54,,,,,,,,,,,,,,,,,,,
29.69,,,67.494,2.32,0,0,0,0,0,0,,,0,,29.69,0,0,67.494,2.32,,,,,,,,,,,,,,,,,,,
18.37,,,108.901,1.43,0,0,0,0,0,0,,,0,,18.37,0,0,108.901,1.43,,,,,,,,,,,,,,,,,,,
17.84,,,112.079,1.39,0,0,0,0,0,0,,,0,,17.84,0,0,112.079,1.39,,,,,,,,,,,,,,,,,,,
28.84,,,69.384,2.25,0,0,0,0,0,0,,,0,,28.84,0,0,69.384,2.25,,,,,,,,,,,,,,,,,,,
32386.57,,,0.058,2530.2,0,0,0,0,0,0,,,0,,32386.57,0,0,0.058,2530.2,,,,,,,,,,,,,,,,,,,
28.76,,,69.655,2.25,0,0,0,0,0,0,,,0,,28.76,0,0,69.655,2.2519.60,,,102.007,1.53,0,0,0,0,0,0,,,0,,19.6,0,0,102.007,1.53
45751.31,,,0.042,3574.32,0,0,0,0,0,0,,,0,,45751.31,0,0,0.042,3574.32,,,,,,,,,,,,,,,,,,,
40396.29,,,0.048,3155.96,0,0,0,0,0,0,,,0,,40396.29,0,0,0.048,3155.96,,,,,,,,,,,,,,,,,,,
18.91,,,105.765,1.48,0,0,0,0,0,0,,,0,,18.91,0,0,105.765,1.48,,,,,,,,,,,,,,,,,,,
18.6,,,107.541,1.45,0,0,0,0,0,0,,,0,,18.6,0,0,107.541,1.45,,,,,,,,,,,,,,,,,,,
42739.33,,,0.045,3339.01,0,0,0,0,0,0,,,0,,42739.33,0,0,0.045,3339.01,,,,,,,,,,,,,,,,,,,
24.91,,,79.857,1.95,0,0,0,0,0,0,,,0,,24.91,0,0,79.857,1.95,,,,,,,,,,,,,,,,,,,
29.73,,,67.34,2.32,0,0,0,0,0,0,,,0,,29.73,0,0,67.34,2.32,,,,,,,,,,,,,,,,,,,
43837.35,,,0.044,3424.79,0,0,0,0,0,0,,,0,,43837.35,0,0,0.044,3424.79,,,,,,,,,,,,,,,,,,,
46799.28,,,0.041,3656.19,0,0,0,0,0,0,,,0,,46799.28,0,0,0.041,3656.19,,,,,,,,,,,,,,,,,,,
18.74,,,106.722,1.46,0,0,0,0,0,0,,,0,,18.74,0,0,106.722,1.46,,,,,,,,,,,,,,,,,,,
19.7,,,101.504,1.54,0,0,0,0,0,0,,,0,,19.7,0,0,101.504,1.54,,,,,,,,,,,,,,,,,,,
47631.07,,,0.04,3721.18,0,0,0,0,0,0,,,0,,47631.07,0,0,0.04,3721.18,,,,,,,,,,,,,,,,,,,
44062.96,,,0.044,3442.42,0,0,0,0,0,0,,,0,,44062.96,0,0,0.044,3442.42,,,,,,,,,,,,,,,,,,,
44931,,,0.043,3510.23,0,0,0,0,0,0,,,0,,44931,0,0,0.043,3510.23,,,,,,,,,,,,,,,,,,,
39271.05,,,0.049,3068.05,0,0,0,0,0,0,,,0,,39271.05,0,0,0.049,3068.05,,,,,,,,,,,,,,,,,,,
34974.27,,,0.055,2732.36,0,0,0,0,0,0,,,0,,34974.27,0,0,0.055,2732.36,,,,,,,,,,,,,,,,,,,
42322.94,,,0.045,3306.48,0,0,0,0,0,0,,,0,,42322.94,0,0,0.045,3306.48,,,,,,,,,,,,,,,,,,,
40.94,,,48.845,3.2,0,0,0,0,0,0,,,0,,40.94,0,0,48.845,3.2,,,,,,,,,,,,,,,,,,,
44106,,,0.044,3445.78,0,0,0,0,0,0,,,0,,44106,0,0,0.044,3445.78,,,,,,,,,,,,,,,,,,,
18.39,,,108.777,1.44,0,0,0,0,0,0,,,0,,18.39,0,0,108.777,1.44,,,,,,,,,,,,,,,,,,,
47261.77,,,0.041,3692.33,0,0,0,0,0,0,,,0,,47261.77,0,0,0.041,3692.33,,,,,,,,,,,,,,,,,,,
42112.71,,,0.046,3290.06,0,0,0,0,0,0,,,0,,42112.71,0,0,0.046,3290.06,,,,,,,,,,,,,,,,,,,
50231.69,,,0.038,3924.35,0,0,0,0,0,0,,,0,,50231.69,0,0,0.038,3924.35,,,,,,,,,,,,,,,,,,,
19.01,,,105.177,1.49,0,0,0,0,0,0,,,0,,19.01,0,0,105.177,1.49,,,,,,,,,,,,,,,,,,,
43558.37,,,0.045,3403,0,0,0,0,0,0,,,0,,43558.37,0,0,0.045,3403,,,,,,,,,,,,,,,,,,,
24.43,,,81.481,1.91,0,0,0,0,0,0,,,0,,24.43,0,0,81.481,1.91,,,,,,,,,,,,,,,,,,,
44105.23,,,0.043,3445.72,0,0,0,0,0,0,,,0,,44105.23,0,0,0.043,3445.72,,,,,,,,,,,,,,,,,,,
22.65,,,87.744,1.77,0,0,0,0,0,0,,,0,,22.65,0,0,87.744,1.77,,,,,,,,,,,,,,,,,,,
